from date,AT,CO,SO2,NO,NO2,NOx,Ozone,WS,WD,RH,BP,SR,VWS,RF,PM2.5,Benzene,Toluene,Xylene,to date,station
08-Aug-2020 - 00:00,30.19,0.3,11.16,2.82,24.26,7.72,71.38,0.57,326.53,78.04,753.99,150.33,-1.01,0.0,22.62,,,,09-Aug-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
09-Aug-2020 - 00:00,29.43,0.68,10.31,2.62,24.12,7.55,75.14,1.81,326.79,80.47,754.0,104.48,-0.92,0.0,20.67,,,,10-Aug-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
10-Aug-2020 - 00:00,29.24,0.72,9.23,2.61,24.36,7.6,78.34,1.89,326.57,80.29,754.0,105.59,-0.96,0.0,15.57,,,,11-Aug-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
11-Aug-2020 - 00:00,29.68,0.66,12.96,2.44,24.22,7.45,69.31,0.99,326.8,80.49,754.17,115.26,-0.67,0.0,20.3,,,,12-Aug-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
12-Aug-2020 - 00:00,27.59,0.62,10.91,2.63,24.36,7.47,75.54,0.93,326.59,88.55,755.17,89.07,-0.75,0.0,11.46,,,,13-Aug-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
13-Aug-2020 - 00:00,28.78,0.82,14.94,2.92,24.23,7.79,66.52,1.36,326.49,84.41,754.93,143.06,-0.87,0.0,13.54,,,,14-Aug-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
14-Aug-2020 - 00:00,29.64,0.7,10.75,2.65,24.28,7.61,81.11,1.01,326.8,79.59,753.97,134.23,-1.16,0.0,15.08,,,,15-Aug-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
15-Aug-2020 - 00:00,29.42,0.75,9.4,2.49,24.14,7.48,82.84,1.4,326.98,80.29,754.74,150.01,-0.84,0.0,12.78,,,,16-Aug-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
16-Aug-2020 - 00:00,29.2,0.37,13.31,2.5,24.18,7.46,82.94,2.79,326.96,75.97,754.0,145.25,-1.03,0.0,4.23,,,,17-Aug-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
17-Aug-2020 - 00:00,28.75,0.61,13.1,2.58,24.45,7.57,65.61,2.11,326.68,80.33,754.0,102.1,-0.98,0.0,8.91,,,,18-Aug-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
18-Aug-2020 - 00:00,29.73,0.71,14.66,2.67,24.12,7.59,74.51,1.29,326.64,77.71,754.0,180.6,-1.03,0.0,12.69,,,,19-Aug-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
19-Aug-2020 - 00:00,29.87,0.93,9.43,2.26,24.37,7.34,70.85,1.7,326.78,76.6,754.2,158.92,-1.01,0.0,15.0,,,,20-Aug-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
20-Aug-2020 - 00:00,29.1,0.67,13.27,2.62,24.15,7.56,67.85,4.39,326.74,74.54,753.88,157.44,-1.0,0.0,4.84,,,,21-Aug-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
21-Aug-2020 - 00:00,27.23,0.57,13.27,2.29,24.39,7.38,70.11,3.3,326.99,84.1,754.84,69.29,-0.99,0.0,5.44,,,,22-Aug-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
22-Aug-2020 - 00:00,27.21,0.51,12.31,2.41,24.47,7.52,79.56,1.85,326.85,86.09,754.71,78.1,-0.87,0.0,8.18,,,,23-Aug-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
23-Aug-2020 - 00:00,27.9,0.61,13.62,2.58,24.32,7.59,74.6,0.46,326.82,86.67,754.0,48.05,-0.55,0.0,19.88,,,,24-Aug-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
24-Aug-2020 - 00:00,28.95,0.6,11.86,2.64,24.08,7.56,65.17,0.39,326.62,81.89,754.0,118.71,-1.23,0.0,24.82,,,,25-Aug-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
25-Aug-2020 - 00:00,30.34,0.77,11.66,2.7,24.35,7.66,68.83,0.63,326.66,75.95,753.98,192.34,-0.89,0.0,12.57,,,,26-Aug-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
26-Aug-2020 - 00:00,30.06,0.68,12.67,2.73,24.27,7.66,63.46,1.09,326.52,75.48,754.02,178.7,-0.96,0.0,15.86,,,,27-Aug-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
27-Aug-2020 - 00:00,28.48,0.38,10.63,2.44,24.32,7.5,63.8,3.12,326.51,78.36,754.56,119.48,-0.99,0.0,8.66,,,,28-Aug-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
28-Aug-2020 - 00:00,28.04,0.57,9.93,2.47,24.36,7.52,61.44,2.03,326.72,82.24,754.09,126.98,-0.96,0.0,11.43,,,,29-Aug-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
29-Aug-2020 - 00:00,29.56,0.7,12.94,2.67,24.13,7.6,68.11,0.92,326.61,75.7,754.0,182.22,-0.65,0.0,19.97,,,,30-Aug-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
30-Aug-2020 - 00:00,30.16,0.57,9.88,2.69,24.32,7.66,64.18,0.6,326.39,73.49,753.99,185.09,-0.68,0.0,28.43,,,,31-Aug-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
31-Aug-2020 - 00:00,30.43,0.64,9.3,2.57,25.11,7.8,59.73,0.85,326.31,73.01,753.98,173.49,-1.14,0.0,14.56,,,,01-Sep-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
01-Sep-2020 - 00:00,29.71,0.5,12.04,2.63,25.26,7.89,57.99,0.54,326.55,77.42,754.17,110.02,-0.97,0.0,17.24,,,,02-Sep-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
02-Sep-2020 - 00:00,28.45,0.65,9.62,2.68,24.74,7.77,60.0,1.57,326.65,80.14,754.74,132.93,-1.05,0.0,13.92,,,,03-Sep-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
03-Sep-2020 - 00:00,29.71,0.74,12.44,2.75,24.36,7.71,58.72,0.49,326.4,74.96,753.99,153.43,-0.81,0.0,22.5,,,,04-Sep-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
04-Sep-2020 - 00:00,30.05,0.91,11.07,2.58,24.27,7.55,58.9,0.34,326.51,75.64,753.97,115.51,-0.81,0.0,34.61,,,,05-Sep-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
05-Sep-2020 - 00:00,30.4,0.53,14.28,2.45,24.46,7.54,55.28,0.51,326.47,77.3,753.98,135.88,-1.23,0.0,37.91,,,,06-Sep-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
06-Sep-2020 - 00:00,29.35,0.52,9.56,2.5,24.42,7.56,57.34,0.55,326.49,79.22,754.0,85.36,-0.84,0.0,25.74,,,,07-Sep-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
07-Sep-2020 - 00:00,28.4,0.62,12.29,2.59,23.96,7.5,56.56,0.54,326.69,82.47,754.27,90.78,-1.2,0.0,12.04,,,,08-Sep-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
08-Sep-2020 - 00:00,27.57,0.75,10.59,2.59,24.32,7.58,58.03,0.51,326.81,87.09,755.15,62.93,-1.16,0.0,19.52,,,,09-Sep-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
09-Sep-2020 - 00:00,28.83,0.7,9.52,2.57,24.43,7.62,55.26,0.49,326.58,82.83,754.8,131.7,-1.26,0.0,23.78,,,,10-Sep-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
10-Sep-2020 - 00:00,29.38,0.75,12.22,2.6,24.17,7.55,50.64,0.42,326.49,79.74,754.23,131.65,-0.92,0.0,25.98,,,,11-Sep-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
11-Sep-2020 - 00:00,27.72,1.12,12.07,2.56,24.26,7.56,55.54,0.65,326.79,87.21,755.38,67.83,-0.82,0.0,25.73,,,,12-Sep-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
12-Sep-2020 - 00:00,28.45,0.67,12.03,2.38,24.23,7.41,57.6,0.42,326.86,84.4,754.29,94.46,-1.18,0.0,30.26,,,,13-Sep-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
13-Sep-2020 - 00:00,29.21,0.45,11.44,2.46,24.34,7.47,53.37,0.54,326.97,82.29,754.0,104.04,-1.15,0.0,37.76,,,,14-Sep-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
14-Sep-2020 - 00:00,29.13,0.63,12.08,2.41,24.33,7.49,49.53,0.45,326.83,82.3,754.0,90.29,-0.96,0.0,29.74,,,,15-Sep-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
15-Sep-2020 - 00:00,28.13,0.89,10.79,2.88,24.16,7.74,56.7,0.65,326.52,85.21,755.69,98.06,-0.91,0.0,23.8,,,,16-Sep-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
16-Sep-2020 - 00:00,28.85,0.75,12.25,2.48,24.27,7.49,60.47,0.33,326.57,82.12,754.78,116.43,-0.71,0.0,34.16,,,,17-Sep-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
17-Sep-2020 - 00:00,27.15,0.81,11.63,2.57,24.2,7.48,49.9,0.41,326.83,88.81,754.77,40.44,-0.68,0.0,22.84,,,,18-Sep-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
18-Sep-2020 - 00:00,27.87,0.68,13.28,2.37,24.25,7.4,49.38,0.67,326.86,85.68,754.0,58.19,-0.93,0.0,24.24,,,,19-Sep-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
19-Sep-2020 - 00:00,28.66,0.67,13.49,2.45,24.13,7.45,42.07,0.51,326.82,80.23,753.96,134.81,-1.37,0.0,20.25,,,,20-Sep-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
20-Sep-2020 - 00:00,30.35,0.85,11.19,2.37,24.48,7.47,50.14,0.36,326.91,76.71,753.81,132.19,-1.48,0.0,26.66,,,,21-Sep-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
21-Sep-2020 - 00:00,28.65,0.76,12.22,2.54,24.15,7.42,45.99,0.96,326.76,81.77,754.23,90.98,-1.08,0.0,14.66,,,,22-Sep-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
22-Sep-2020 - 00:00,27.32,0.58,14.52,2.28,24.18,7.3,55.66,2.79,326.93,83.94,754.02,61.25,-1.0,0.46,5.04,,,,23-Sep-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
23-Sep-2020 - 00:00,26.06,0.65,10.79,2.33,24.48,7.42,48.24,2.3,326.83,89.89,756.11,46.69,-1.16,0.0,6.22,,,,24-Sep-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
24-Sep-2020 - 00:00,26.0,0.58,9.02,2.39,24.5,7.51,41.09,2.24,326.83,91.4,756.14,47.9,-1.05,0.0,6.31,,,,25-Sep-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
25-Sep-2020 - 00:00,25.41,0.49,11.27,2.25,24.45,7.39,55.99,1.77,326.79,95.01,756.18,18.28,-1.05,0.0,6.34,,,,26-Sep-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
26-Sep-2020 - 00:00,25.78,0.89,10.26,2.42,24.39,7.5,49.95,0.86,326.8,90.71,755.33,57.46,-1.11,0.0,7.17,,,,27-Sep-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
27-Sep-2020 - 00:00,27.64,0.73,10.05,2.46,24.57,7.57,44.77,0.42,326.79,81.72,754.26,135.46,-0.55,0.0,14.86,,,,28-Sep-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
28-Sep-2020 - 00:00,28.1,1.13,12.49,2.68,24.39,7.61,59.24,0.33,326.75,82.83,754.16,88.9,-1.38,0.0,27.32,,,,29-Sep-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
29-Sep-2020 - 00:00,28.92,0.77,11.03,2.57,24.58,7.65,56.72,0.46,326.82,80.0,754.14,130.75,-1.6,0.0,47.57,,,,30-Sep-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
30-Sep-2020 - 00:00,29.15,1.0,12.26,2.41,24.16,7.43,47.58,0.32,326.85,78.01,754.16,114.95,-1.61,0.0,73.43,,,,01-Oct-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
01-Oct-2020 - 00:00,28.42,0.79,7.75,2.77,24.24,7.68,58.61,0.33,326.74,83.79,754.16,69.69,-1.49,0.0,69.8,,,,02-Oct-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
02-Oct-2020 - 00:00,28.95,0.95,10.58,2.39,24.28,7.44,58.06,0.31,326.9,81.15,754.0,82.24,-0.38,0.0,49.82,,,,03-Oct-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
03-Oct-2020 - 00:00,28.3,0.83,12.83,2.41,24.36,7.47,51.47,0.45,326.89,82.24,754.0,74.22,-0.69,0.0,35.0,,,,04-Oct-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
04-Oct-2020 - 00:00,27.81,0.86,3.42,2.45,24.59,7.57,51.33,0.36,326.88,85.38,754.65,62.59,-0.46,0.0,22.2,,,,05-Oct-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
05-Oct-2020 - 00:00,29.04,0.91,2.65,2.45,24.4,7.52,35.85,0.37,326.9,79.36,754.08,94.46,-1.0,0.0,50.57,,,,06-Oct-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
06-Oct-2020 - 00:00,28.3,1.04,11.01,2.48,24.4,7.54,34.45,0.41,327.0,82.86,754.26,100.86,-0.53,0.0,27.84,,,,07-Oct-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
07-Oct-2020 - 00:00,29.28,1.06,36.33,2.48,24.26,7.45,34.45,0.44,326.89,79.78,754.11,121.49,-0.44,0.0,38.36,,,,08-Oct-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
08-Oct-2020 - 00:00,29.33,0.97,37.34,2.41,24.44,7.44,34.5,0.37,326.85,79.02,753.99,95.24,-0.8,0.0,41.08,,,,09-Oct-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
09-Oct-2020 - 00:00,29.4,0.99,35.82,2.42,24.44,7.51,34.5,0.32,326.89,76.22,753.93,122.93,-0.18,0.0,45.07,,,,10-Oct-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
10-Oct-2020 - 00:00,29.21,0.99,36.1,2.63,24.35,7.61,34.5,0.36,326.55,73.71,754.21,119.32,-0.36,0.0,58.92,,,,11-Oct-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
11-Oct-2020 - 00:00,29.19,1.23,37.12,2.39,24.02,7.37,34.5,0.36,326.93,72.31,754.0,120.06,-0.3,0.0,61.26,,,,12-Oct-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
12-Oct-2020 - 00:00,28.78,1.03,38.4,2.71,24.26,7.65,34.5,0.33,326.72,74.02,754.15,109.88,-0.6,0.0,76.77,,,,13-Oct-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
13-Oct-2020 - 00:00,29.34,1.04,38.22,2.49,24.24,7.5,34.5,0.49,326.77,74.23,754.0,85.95,-0.87,0.0,58.92,,,,14-Oct-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
14-Oct-2020 - 00:00,29.27,1.21,34.6,2.29,24.49,7.44,34.5,0.32,326.83,75.96,753.96,89.96,-0.72,0.0,61.14,,,,15-Oct-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
15-Oct-2020 - 00:00,29.15,1.23,35.19,2.39,24.3,7.45,38.8,0.33,326.82,76.4,754.02,88.81,-1.35,0.0,67.7,,,,16-Oct-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
16-Oct-2020 - 00:00,29.26,1.08,38.48,2.32,24.44,7.41,59.09,0.3,326.69,76.37,754.09,98.79,-0.89,0.0,76.12,,,,17-Oct-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
17-Oct-2020 - 00:00,29.35,1.36,37.35,2.0,24.66,7.27,76.16,0.34,326.79,74.45,754.06,112.92,-0.72,0.0,75.12,,,,18-Oct-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
18-Oct-2020 - 00:00,29.4,1.04,37.59,2.23,24.24,7.32,69.19,0.33,326.86,70.26,754.05,114.05,-0.8,0.0,77.79,,,,19-Oct-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
19-Oct-2020 - 00:00,28.11,1.26,36.2,2.38,24.32,7.39,83.4,0.33,326.7,72.19,754.22,97.15,-0.68,0.0,97.89,,,,20-Oct-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
20-Oct-2020 - 00:00,27.96,1.55,38.7,2.32,24.24,7.37,94.21,0.31,326.83,73.3,754.29,93.05,-1.41,0.0,110.08,,,,21-Oct-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
21-Oct-2020 - 00:00,28.18,1.2,38.31,2.54,24.15,7.51,86.97,0.36,326.72,72.84,754.25,95.91,-1.28,0.0,87.86,,,,22-Oct-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
22-Oct-2020 - 00:00,28.58,1.21,35.98,2.42,24.55,7.51,93.1,0.69,326.75,73.09,754.1,104.51,-0.94,0.0,54.04,,,,23-Oct-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
23-Oct-2020 - 00:00,27.82,1.11,34.66,2.46,24.24,7.49,77.89,0.35,326.8,77.59,754.24,73.27,-1.33,0.0,53.3,,,,24-Oct-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
24-Oct-2020 - 00:00,27.66,1.12,36.01,2.4,24.03,7.38,69.39,0.61,326.91,73.82,754.3,102.01,-0.62,0.0,66.68,,,,25-Oct-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
25-Oct-2020 - 00:00,26.69,1.51,40.4,2.37,24.53,7.51,46.06,0.35,326.98,69.42,754.47,102.43,-0.67,0.0,95.53,,,,26-Oct-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
26-Oct-2020 - 00:00,25.96,1.11,40.22,2.43,24.1,7.42,65.24,0.53,326.78,69.12,754.55,103.79,-0.91,0.0,115.67,,,,27-Oct-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
27-Oct-2020 - 00:00,25.0,1.27,42.3,2.39,24.06,7.38,87.81,0.31,326.84,73.52,754.58,104.93,-1.42,0.0,116.25,,,,28-Oct-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
28-Oct-2020 - 00:00,25.97,1.2,41.69,2.25,24.08,7.28,110.42,0.31,326.8,67.49,754.54,99.57,-0.97,0.0,109.79,,,,29-Oct-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
29-Oct-2020 - 00:00,25.54,1.18,40.36,2.24,24.21,7.3,119.17,0.32,326.89,65.06,754.56,98.46,-1.59,0.0,104.71,,,,30-Oct-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
30-Oct-2020 - 00:00,26.65,1.04,49.52,2.18,24.19,7.29,103.42,0.33,326.84,62.81,754.45,99.05,-1.16,0.0,96.9,,,,31-Oct-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
31-Oct-2020 - 00:00,27.28,1.03,41.06,2.36,24.29,7.35,61.03,0.42,326.77,65.48,754.33,99.91,-1.0,0.0,77.39,,,,01-Nov-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
01-Nov-2020 - 00:00,27.07,0.92,43.97,2.2,24.35,7.28,49.98,0.31,326.83,66.54,754.32,90.22,-0.66,0.0,89.33,,,,02-Nov-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
02-Nov-2020 - 00:00,26.28,1.13,50.44,2.22,24.42,7.38,52.78,0.4,326.74,62.65,754.43,86.3,-0.98,0.0,125.6,,,,03-Nov-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
03-Nov-2020 - 00:00,24.99,0.99,54.86,2.22,24.07,7.28,53.68,0.53,326.91,59.94,754.57,82.61,-0.83,0.0,127.23,,,,04-Nov-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
04-Nov-2020 - 00:00,23.61,1.15,55.89,1.86,24.45,7.1,57.24,0.64,326.95,58.76,754.66,90.48,-0.54,0.0,126.95,,,,05-Nov-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
05-Nov-2020 - 00:00,23.39,1.41,44.96,1.73,24.31,6.95,77.52,0.37,255.83,72.99,757.02,110.94,-1.06,0.0,186.08,0.61,5.25,0.8,06-Nov-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
06-Nov-2020 - 00:00,23.77,1.04,44.15,1.33,24.16,6.52,65.14,0.33,210.31,78.2,757.86,102.28,-1.23,0.0,219.78,0.6,5.65,0.87,07-Nov-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
07-Nov-2020 - 00:00,20.03,1.74,29.93,0.98,24.61,5.68,47.73,0.3,359.67,98.4,759.92,36.83,-2.05,0.0,275.83,0.6,5.66,0.87,08-Nov-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
08-Nov-2020 - 00:00,21.12,2.06,47.9,1.46,24.25,5.88,68.21,0.3,106.69,94.03,759.0,34.94,0.0,0.0,256.06,0.62,5.66,0.87,09-Nov-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
09-Nov-2020 - 00:00,24.89,1.61,36.33,1.28,24.16,5.97,72.38,0.37,101.82,73.46,758.45,121.26,-0.84,0.0,156.01,0.62,5.71,0.87,10-Nov-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
10-Nov-2020 - 00:00,24.74,1.34,35.45,1.05,24.16,5.89,85.67,0.48,98.29,76.41,757.6,115.93,-1.55,0.0,115.24,0.6,5.65,0.87,11-Nov-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
11-Nov-2020 - 00:00,25.2,1.47,36.61,1.27,23.92,5.9,104.2,0.36,103.6,72.88,757.8,117.94,-0.93,0.0,118.21,0.61,5.65,0.87,12-Nov-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
12-Nov-2020 - 00:00,26.73,1.17,38.4,1.19,24.47,6.12,91.65,0.44,243.97,67.65,758.37,98.87,-0.85,0.0,104.47,0.6,5.66,0.87,13-Nov-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
13-Nov-2020 - 00:00,26.62,1.04,47.62,1.19,24.54,5.92,108.8,0.59,248.62,68.5,759.11,115.85,-1.09,0.0,147.68,0.6,5.65,0.87,14-Nov-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
14-Nov-2020 - 00:00,25.69,1.18,42.39,1.47,22.94,5.03,124.55,0.4,303.95,71.97,758.8,113.01,-0.39,0.0,162.55,0.6,5.65,0.87,15-Nov-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
15-Nov-2020 - 00:00,24.9,1.2,45.81,2.49,8.03,0.19,111.62,0.46,315.88,74.84,758.65,113.6,-0.92,0.0,225.98,0.6,5.65,0.87,16-Nov-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
16-Nov-2020 - 00:00,23.21,1.43,38.34,9.85,5.09,0.0,87.26,0.58,285.99,74.79,758.42,100.26,-1.26,0.0,232.23,0.62,5.65,0.87,17-Nov-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
17-Nov-2020 - 00:00,24.0,0.7,38.05,29.14,12.75,14.45,101.97,0.57,330.76,75.3,757.26,112.99,-0.85,0.0,72.44,0.6,5.65,0.87,18-Nov-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
18-Nov-2020 - 00:00,24.33,0.92,41.02,41.53,9.09,17.13,111.85,0.42,315.82,74.82,756.94,99.44,-0.58,0.0,105.14,0.6,5.65,0.87,19-Nov-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
19-Nov-2020 - 00:00,23.96,1.3,40.78,1.91,3.58,0.06,96.43,0.31,230.08,78.76,757.41,85.2,-1.53,0.0,163.43,0.6,5.65,0.87,20-Nov-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
20-Nov-2020 - 00:00,24.2,1.3,53.63,0.82,3.59,0.01,106.6,0.3,243.54,78.46,756.94,88.32,-1.52,0.0,198.13,0.6,5.65,0.87,21-Nov-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
21-Nov-2020 - 00:00,23.72,0.92,44.14,13.56,3.88,2.25,133.86,0.54,338.75,68.76,758.18,109.46,-1.15,0.0,121.97,0.6,5.65,0.87,22-Nov-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
22-Nov-2020 - 00:00,21.2,0.62,46.14,12.98,4.46,8.68,111.35,0.48,327.76,69.76,758.49,109.48,-1.13,0.0,119.55,0.6,5.65,0.87,23-Nov-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
23-Nov-2020 - 00:00,21.33,1.37,46.54,11.98,4.4,8.07,87.74,0.3,279.38,72.29,758.19,103.74,-0.99,0.0,186.92,0.6,5.65,0.87,24-Nov-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
24-Nov-2020 - 00:00,21.13,1.38,43.3,12.5,4.82,8.52,92.83,0.3,176.98,73.7,757.45,93.89,-0.27,0.0,196.42,0.6,5.65,0.87,25-Nov-2020 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
