from date,Benzene,Eth-Benzene,MP-Xylene,Toluene,O Xylene,PM2.5,PM10,RF,RH,SR,Temp,VWS,WD,WS,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,BP,station
29-Jul-2019 - 00:00,1.49,5.22,2.97,3.49,,5.77,21.65,0.26,90.21,158.35,,-0.12,136.29,2.22,0.25,5.27,2.17,19.28,21.44,29.43,1.81,30-Jul-2019 - 00:00,996.22,"Padmapukur, Howrah - WBPCB"
30-Jul-2019 - 00:00,1.5,5.28,3.22,3.4,,9.03,38.55,0.0,82.96,150.83,,-0.12,172.84,1.84,0.36,5.09,3.64,26.85,30.48,27.69,9.02,31-Jul-2019 - 00:00,998.16,"Padmapukur, Howrah - WBPCB"
31-Jul-2019 - 00:00,1.71,0.91,1.55,3.43,,12.21,44.65,0.0,81.18,131.47,,-0.12,194.05,1.67,0.37,5.32,3.24,26.74,29.96,32.96,9.85,01-Aug-2019 - 00:00,996.99,"Padmapukur, Howrah - WBPCB"
01-Aug-2019 - 00:00,2.13,1.23,1.61,3.62,,13.94,36.06,0.0,77.15,183.88,,-0.11,186.42,1.53,0.34,5.72,2.11,21.26,23.36,36.33,9.0,02-Aug-2019 - 00:00,995.79,"Padmapukur, Howrah - WBPCB"
02-Aug-2019 - 00:00,6.18,2.73,2.7,5.77,,13.37,32.38,0.07,83.87,157.05,,-0.12,143.9,1.54,0.37,5.34,3.38,26.35,29.73,31.97,2.5,03-Aug-2019 - 00:00,994.44,"Padmapukur, Howrah - WBPCB"
03-Aug-2019 - 00:00,5.52,1.88,2.6,5.76,,14.49,36.98,0.0,85.56,138.71,,-0.11,138.7,1.41,0.3,3.93,3.77,26.63,30.39,30.54,3.41,04-Aug-2019 - 00:00,993.68,"Padmapukur, Howrah - WBPCB"
04-Aug-2019 - 00:00,3.26,0.8,2.03,4.42,,23.02,46.04,0.04,89.31,123.93,,-0.12,257.17,1.22,0.34,4.54,1.94,17.88,19.78,33.56,1.99,05-Aug-2019 - 00:00,992.6,"Padmapukur, Howrah - WBPCB"
05-Aug-2019 - 00:00,3.14,0.75,1.83,4.22,,21.14,46.86,0.0,83.65,180.72,,-0.13,201.06,1.31,0.34,5.54,2.51,22.18,24.67,30.23,1.34,06-Aug-2019 - 00:00,990.54,"Padmapukur, Howrah - WBPCB"
06-Aug-2019 - 00:00,4.92,0.86,2.21,7.2,,17.63,39.63,0.02,85.47,118.55,,-0.15,143.01,1.82,0.29,3.23,5.49,28.91,34.4,22.82,1.5,07-Aug-2019 - 00:00,988.6,"Padmapukur, Howrah - WBPCB"
07-Aug-2019 - 00:00,2.22,1.52,1.37,3.84,,4.78,12.37,0.32,92.73,113.93,,-0.17,110.54,2.76,0.23,5.3,2.29,17.3,19.58,26.01,1.2,08-Aug-2019 - 00:00,986.19,"Padmapukur, Howrah - WBPCB"
08-Aug-2019 - 00:00,1.28,2.9,2.27,3.61,,9.74,18.21,0.67,93.35,78.79,,-0.11,161.38,1.97,0.26,3.71,2.68,23.04,25.72,22.15,1.12,09-Aug-2019 - 00:00,991.22,"Padmapukur, Howrah - WBPCB"
09-Aug-2019 - 00:00,1.83,1.37,1.85,3.62,,17.73,45.11,0.0,83.07,174.38,,-0.11,174.5,1.61,0.23,3.37,4.08,30.25,34.32,27.65,4.57,10-Aug-2019 - 00:00,996.05,"Padmapukur, Howrah - WBPCB"
10-Aug-2019 - 00:00,3.13,1.35,2.33,5.67,,24.44,51.43,0.08,87.75,152.69,,-0.11,232.12,1.22,0.3,3.74,4.63,27.11,31.73,30.39,3.56,11-Aug-2019 - 00:00,995.48,"Padmapukur, Howrah - WBPCB"
11-Aug-2019 - 00:00,5.05,6.8,5.71,7.41,,33.48,63.02,0.03,87.48,139.85,,-0.13,224.35,1.17,0.37,2.98,16.97,30.14,47.11,29.36,1.96,12-Aug-2019 - 00:00,994.19,"Padmapukur, Howrah - WBPCB"
12-Aug-2019 - 00:00,5.02,1.55,2.95,5.62,,29.72,45.18,0.09,94.39,88.87,,-0.12,171.28,1.33,0.46,3.82,4.13,23.61,27.75,23.51,1.46,13-Aug-2019 - 00:00,993.05,"Padmapukur, Howrah - WBPCB"
13-Aug-2019 - 00:00,2.31,2.4,2.45,4.11,,14.06,23.2,0.36,92.37,113.32,,-0.12,135.8,1.88,0.27,5.17,2.4,22.18,24.56,27.52,1.19,14-Aug-2019 - 00:00,994.64,"Padmapukur, Howrah - WBPCB"
14-Aug-2019 - 00:00,1.11,1.46,1.57,2.77,,21.55,47.17,0.25,89.64,123.23,,-0.11,170.1,1.9,0.4,5.28,2.31,21.27,23.58,28.97,1.23,15-Aug-2019 - 00:00,998.49,"Padmapukur, Howrah - WBPCB"
15-Aug-2019 - 00:00,1.38,0.42,1.18,2.77,,18.24,38.55,0.17,96.01,67.36,,-0.11,178.75,1.62,0.44,3.79,2.17,22.4,24.55,26.98,1.09,16-Aug-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
16-Aug-2019 - 00:00,1.48,1.0,1.31,3.52,,24.85,49.6,0.37,91.64,153.11,,-0.11,204.56,1.47,0.43,4.75,3.15,25.55,28.69,31.77,2.22,17-Aug-2019 - 00:00,999.15,"Padmapukur, Howrah - WBPCB"
17-Aug-2019 - 00:00,3.28,3.18,3.49,10.81,,18.78,28.1,0.91,99.08,33.22,,-0.13,212.57,1.21,0.5,4.82,2.7,20.48,23.17,20.64,3.11,18-Aug-2019 - 00:00,999.01,"Padmapukur, Howrah - WBPCB"
18-Aug-2019 - 00:00,2.42,2.05,2.91,9.84,,16.89,25.74,0.07,94.76,96.86,,-0.11,183.36,1.55,0.38,5.13,2.01,21.9,23.89,25.75,3.22,19-Aug-2019 - 00:00,999.51,"Padmapukur, Howrah - WBPCB"
19-Aug-2019 - 00:00,1.35,1.78,2.37,8.2,,17.27,33.9,0.0,84.39,236.25,,-0.11,171.52,1.91,0.36,4.99,2.75,24.2,26.93,26.45,3.28,20-Aug-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
20-Aug-2019 - 00:00,2.55,1.53,2.44,6.93,,24.23,51.06,0.09,86.62,144.11,,-0.11,178.65,1.59,0.43,6.38,2.69,26.5,29.18,30.09,2.81,21-Aug-2019 - 00:00,999.4,"Padmapukur, Howrah - WBPCB"
21-Aug-2019 - 00:00,2.03,2.17,2.3,3.27,,24.06,60.01,0.0,82.67,180.09,,-0.12,159.59,1.41,0.42,3.99,3.33,26.83,30.28,31.62,2.11,22-Aug-2019 - 00:00,997.94,"Padmapukur, Howrah - WBPCB"
22-Aug-2019 - 00:00,3.46,1.7,2.1,4.26,,22.6,59.93,0.43,84.21,199.98,,-0.12,167.49,1.3,0.41,6.66,6.43,25.03,31.44,27.51,2.07,23-Aug-2019 - 00:00,997.69,"Padmapukur, Howrah - WBPCB"
23-Aug-2019 - 00:00,7.49,3.5,3.86,6.37,,19.29,30.34,0.08,88.4,173.29,,-0.13,144.34,1.34,0.47,5.04,11.64,25.66,37.28,22.46,2.15,24-Aug-2019 - 00:00,997.97,"Padmapukur, Howrah - WBPCB"
24-Aug-2019 - 00:00,7.16,5.4,4.68,7.55,,21.88,32.44,0.08,95.21,65.82,,-0.12,125.76,1.29,0.54,2.78,7.56,30.92,38.48,19.4,2.45,25-Aug-2019 - 00:00,998.21,"Padmapukur, Howrah - WBPCB"
25-Aug-2019 - 00:00,4.05,1.2,2.21,3.99,,14.66,27.33,0.11,93.63,100.86,,-0.13,94.9,1.5,0.43,3.39,3.41,25.84,29.25,23.09,2.29,26-Aug-2019 - 00:00,997.55,"Padmapukur, Howrah - WBPCB"
26-Aug-2019 - 00:00,3.88,2.72,2.72,5.25,,15.03,25.64,0.06,91.78,133.94,,-0.12,127.07,1.72,0.4,3.48,3.19,28.34,32.34,28.39,2.12,27-Aug-2019 - 00:00,997.18,"Padmapukur, Howrah - WBPCB"
27-Aug-2019 - 00:00,4.02,3.29,2.96,4.49,,16.69,33.93,0.0,88.89,163.17,,-0.12,142.32,1.56,0.43,4.43,3.48,28.58,32.07,25.94,2.34,28-Aug-2019 - 00:00,997.02,"Padmapukur, Howrah - WBPCB"
28-Aug-2019 - 00:00,4.7,2.34,3.03,5.12,,21.24,45.64,0.04,87.82,186.89,,-0.12,152.22,1.41,0.55,5.62,8.64,31.52,40.24,22.29,2.53,29-Aug-2019 - 00:00,998.35,"Padmapukur, Howrah - WBPCB"
29-Aug-2019 - 00:00,10.61,3.96,4.31,9.07,,12.65,29.46,0.09,90.32,126.68,,-0.12,119.94,1.5,0.48,6.41,8.89,33.58,42.47,21.69,2.46,30-Aug-2019 - 00:00,999.11,"Padmapukur, Howrah - WBPCB"
30-Aug-2019 - 00:00,5.05,1.64,2.56,5.34,,20.1,45.24,0.0,83.1,227.88,,-0.12,139.57,1.47,0.44,6.42,8.33,30.72,39.05,25.29,2.31,31-Aug-2019 - 00:00,997.24,"Padmapukur, Howrah - WBPCB"
31-Aug-2019 - 00:00,4.72,3.32,2.77,4.86,,25.0,51.59,0.0,79.03,208.83,,-0.12,149.18,1.33,0.48,6.43,5.96,28.39,34.35,22.26,2.41,01-Sep-2019 - 00:00,996.37,"Padmapukur, Howrah - WBPCB"
01-Sep-2019 - 00:00,3.08,1.1,1.79,3.97,,23.14,47.25,0.07,87.59,128.01,,-0.16,210.53,1.28,0.5,7.87,5.16,21.79,26.96,29.69,2.26,02-Sep-2019 - 00:00,996.37,"Padmapukur, Howrah - WBPCB"
02-Sep-2019 - 00:00,8.0,2.56,3.17,5.69,,22.07,40.57,0.32,84.86,234.49,,-0.15,138.31,1.48,0.53,8.61,8.96,28.95,37.91,22.53,2.34,03-Sep-2019 - 00:00,995.83,"Padmapukur, Howrah - WBPCB"
03-Sep-2019 - 00:00,7.14,1.55,2.39,6.0,,12.62,30.41,0.07,92.86,129.61,,-0.12,106.88,1.43,0.5,5.76,8.51,29.16,37.67,18.2,2.23,04-Sep-2019 - 00:00,995.36,"Padmapukur, Howrah - WBPCB"
04-Sep-2019 - 00:00,6.05,1.19,1.88,5.44,,10.7,29.96,0.08,88.79,154.04,,-0.13,110.29,1.7,0.45,6.66,6.08,23.92,30.0,24.82,2.13,05-Sep-2019 - 00:00,995.05,"Padmapukur, Howrah - WBPCB"
05-Sep-2019 - 00:00,5.93,1.77,2.19,5.72,,9.22,29.8,0.13,90.34,152.35,,-0.13,110.96,1.78,0.47,7.05,5.86,24.87,30.74,21.84,2.32,06-Sep-2019 - 00:00,994.97,"Padmapukur, Howrah - WBPCB"
06-Sep-2019 - 00:00,6.89,1.06,1.84,6.26,,11.79,29.78,0.1,88.31,167.15,,-0.13,110.93,1.83,0.42,7.38,5.16,23.6,28.84,25.67,2.27,07-Sep-2019 - 00:00,993.88,"Padmapukur, Howrah - WBPCB"
07-Sep-2019 - 00:00,7.01,2.1,2.51,6.61,,11.3,35.4,0.18,96.02,71.87,,-0.13,117.77,1.81,0.41,7.03,5.8,28.11,33.91,22.28,2.33,08-Sep-2019 - 00:00,994.67,"Padmapukur, Howrah - WBPCB"
08-Sep-2019 - 00:00,2.54,2.17,2.52,3.61,,11.4,31.33,0.14,96.38,100.12,,-0.11,145.66,1.58,0.4,7.29,4.57,22.52,27.08,27.18,2.16,09-Sep-2019 - 00:00,996.75,"Padmapukur, Howrah - WBPCB"
09-Sep-2019 - 00:00,1.53,0.75,1.37,2.53,,21.71,42.89,0.0,88.99,153.96,,-0.11,180.87,1.66,0.46,9.17,4.47,24.03,28.47,34.17,2.27,10-Sep-2019 - 00:00,996.94,"Padmapukur, Howrah - WBPCB"
10-Sep-2019 - 00:00,1.05,0.39,1.05,2.48,,19.82,46.66,0.0,86.16,156.88,,-0.11,202.3,1.67,0.43,6.42,4.38,18.57,22.95,35.56,2.08,11-Sep-2019 - 00:00,997.21,"Padmapukur, Howrah - WBPCB"
11-Sep-2019 - 00:00,1.63,0.77,1.6,4.09,,15.82,40.35,0.18,92.05,116.23,,-0.11,208.45,1.32,0.41,7.28,4.52,19.55,24.21,28.13,2.11,12-Sep-2019 - 00:00,998.09,"Padmapukur, Howrah - WBPCB"
12-Sep-2019 - 00:00,2.35,2.52,2.8,8.54,,19.71,35.7,0.11,95.92,76.97,,-0.11,173.2,1.61,0.45,7.81,5.78,25.83,31.61,19.99,2.25,13-Sep-2019 - 00:00,998.98,"Padmapukur, Howrah - WBPCB"
13-Sep-2019 - 00:00,1.98,1.19,2.07,7.93,,21.02,44.98,0.09,91.76,150.99,,-0.11,178.93,1.8,0.42,8.58,5.23,28.53,33.77,20.51,2.21,14-Sep-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
14-Sep-2019 - 00:00,1.94,1.39,2.28,8.41,,25.28,60.06,0.0,85.95,181.23,,-0.11,186.48,1.67,0.46,4.73,4.32,27.04,31.36,28.86,2.28,15-Sep-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
15-Sep-2019 - 00:00,1.5,0.99,1.83,8.19,,28.01,56.4,0.0,80.9,239.09,,-0.1,198.72,1.63,0.43,4.86,4.0,21.75,25.75,31.82,2.33,16-Sep-2019 - 00:00,999.34,"Padmapukur, Howrah - WBPCB"
16-Sep-2019 - 00:00,1.56,1.01,1.87,7.64,,29.05,62.57,0.0,82.31,188.8,,-0.11,186.98,1.61,0.4,5.62,4.65,24.22,28.87,28.99,10.07,17-Sep-2019 - 00:00,998.6,"Padmapukur, Howrah - WBPCB"
17-Sep-2019 - 00:00,2.18,1.88,2.43,8.41,,20.92,54.73,0.0,77.46,185.13,,-0.11,158.92,1.65,0.38,4.46,4.37,19.37,23.74,29.22,3.73,18-Sep-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
18-Sep-2019 - 00:00,3.3,2.23,2.59,9.77,,10.7,34.42,0.0,80.3,201.03,,-0.12,126.84,1.68,0.44,3.87,4.89,24.47,29.35,25.18,2.77,19-Sep-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
19-Sep-2019 - 00:00,3.03,1.74,2.53,9.81,,13.97,31.0,0.07,82.94,191.89,,-0.12,153.96,1.43,0.46,4.76,5.14,21.14,26.28,25.02,2.58,20-Sep-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
20-Sep-2019 - 00:00,3.93,6.47,5.06,12.42,,28.58,53.1,0.0,83.58,197.24,,-0.12,207.53,1.08,0.6,3.76,14.18,36.57,50.62,27.18,3.52,21-Sep-2019 - 00:00,997.7,"Padmapukur, Howrah - WBPCB"
21-Sep-2019 - 00:00,4.72,7.03,5.6,12.76,,25.48,52.89,0.05,89.28,143.69,,-0.12,233.65,1.11,0.61,4.37,15.36,38.09,53.44,23.5,4.14,22-Sep-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
22-Sep-2019 - 00:00,6.45,7.44,6.59,13.35,,27.77,55.16,0.29,87.55,177.19,,-0.11,153.08,1.14,0.62,3.66,15.82,42.81,58.56,23.84,3.39,23-Sep-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
23-Sep-2019 - 00:00,4.64,4.03,4.1,10.47,,17.11,40.23,0.0,86.63,114.51,,-0.12,113.45,1.67,0.51,5.51,8.11,24.82,32.37,24.36,2.35,24-Sep-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
24-Sep-2019 - 00:00,4.36,2.86,2.7,9.03,,10.07,30.82,0.43,94.17,112.91,,-0.12,125.8,1.95,0.45,6.63,8.35,15.22,23.57,17.82,2.74,25-Sep-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
25-Sep-2019 - 00:00,10.23,3.86,4.32,12.76,,13.76,29.82,0.0,98.39,49.22,,-0.12,113.42,1.27,0.63,4.34,12.09,27.32,39.42,12.12,2.5,26-Sep-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
26-Sep-2019 - 00:00,7.68,3.48,5.1,11.29,,21.39,37.84,0.09,94.14,99.34,,-0.12,133.71,1.33,0.53,5.53,12.45,36.81,49.26,19.17,2.36,27-Sep-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
27-Sep-2019 - 00:00,10.29,4.71,5.8,13.4,,30.24,44.62,0.03,90.8,118.11,,-0.13,172.43,0.98,0.63,7.63,14.28,34.12,48.4,21.42,4.0,28-Sep-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
28-Sep-2019 - 00:00,9.3,5.38,6.21,13.39,,23.62,45.01,0.0,95.75,83.51,,-0.12,119.31,1.14,0.7,6.26,22.36,39.17,61.53,16.1,2.78,29-Sep-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
29-Sep-2019 - 00:00,9.36,3.7,5.28,12.62,,19.29,33.97,0.01,94.5,111.18,,-0.12,135.47,1.36,0.49,7.96,10.3,31.59,41.89,18.63,2.36,30-Sep-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
30-Sep-2019 - 00:00,2.74,1.78,3.29,9.26,,13.5,34.53,0.06,90.18,171.24,,-0.12,205.99,1.4,0.42,10.22,6.58,27.41,33.97,20.55,7.66,01-Oct-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
01-Oct-2019 - 00:00,3.17,2.11,3.72,9.94,,28.91,57.4,0.0,84.01,227.68,,-0.13,269.83,1.29,0.53,9.82,3.9,19.55,23.45,29.74,5.62,02-Oct-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
02-Oct-2019 - 00:00,4.63,3.1,4.4,12.72,,53.44,81.61,0.0,82.6,170.55,,-0.13,264.25,1.17,0.65,7.67,7.82,26.98,34.8,33.46,5.27,03-Oct-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
03-Oct-2019 - 00:00,5.51,4.53,4.96,10.04,,49.05,83.18,0.16,89.44,122.34,,-0.12,158.51,1.24,0.68,8.02,6.59,36.98,43.56,26.01,3.47,04-Oct-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
04-Oct-2019 - 00:00,2.89,1.57,2.35,5.39,,38.8,68.35,0.0,83.75,220.06,,-0.12,212.38,1.4,0.52,9.99,5.32,28.99,34.3,28.66,5.72,05-Oct-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
05-Oct-2019 - 00:00,3.77,2.24,3.36,9.76,,42.06,71.62,0.01,87.77,155.11,,-0.12,184.5,1.12,0.6,7.11,6.38,34.61,40.99,26.58,2.86,06-Oct-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
06-Oct-2019 - 00:00,4.42,1.93,3.7,9.26,,46.95,69.04,0.0,82.31,165.72,,-0.12,188.2,1.19,0.57,7.45,5.83,31.36,37.19,30.78,2.99,07-Oct-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
07-Oct-2019 - 00:00,3.94,1.6,3.25,9.56,,36.66,59.91,0.0,87.42,116.66,,-0.12,165.09,1.21,0.59,9.28,4.18,28.8,32.98,32.1,2.75,08-Oct-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
08-Oct-2019 - 00:00,4.33,1.94,4.26,10.66,,28.71,46.14,0.0,80.8,203.0,,-0.12,140.75,1.4,0.59,10.28,7.58,26.27,33.86,25.16,2.89,09-Oct-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
09-Oct-2019 - 00:00,3.8,2.04,3.14,9.8,,14.7,28.06,0.39,96.75,76.84,,-0.12,97.09,1.31,0.46,10.98,4.78,24.54,29.33,21.53,2.75,10-Oct-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
10-Oct-2019 - 00:00,4.96,2.39,3.45,10.48,,20.36,41.94,0.04,89.36,183.23,,-0.13,194.67,1.25,0.62,9.26,10.49,27.03,37.53,21.4,4.01,11-Oct-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
11-Oct-2019 - 00:00,9.32,4.78,6.26,15.81,,45.41,70.22,0.0,84.04,184.9,,-0.13,215.11,1.22,0.82,8.26,18.94,34.31,53.25,27.54,4.87,12-Oct-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
12-Oct-2019 - 00:00,9.5,5.28,6.63,16.92,,60.34,97.72,0.0,79.31,190.1,,-0.12,164.68,1.0,0.79,8.65,22.72,40.02,62.74,30.57,4.5,13-Oct-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
13-Oct-2019 - 00:00,6.98,2.69,4.61,13.89,,76.32,103.85,0.0,78.56,158.95,,-0.13,210.57,1.38,0.59,10.75,7.76,32.54,40.3,35.55,7.61,14-Oct-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
14-Oct-2019 - 00:00,5.23,1.94,3.3,9.34,,77.27,110.81,0.0,71.47,197.53,,-0.14,209.91,1.35,0.6,13.14,5.46,36.18,41.64,46.81,11.15,15-Oct-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
15-Oct-2019 - 00:00,6.23,3.34,4.21,12.25,,74.47,114.26,0.01,72.66,190.59,,-0.13,198.18,1.17,0.67,10.97,8.25,43.13,51.38,43.19,9.95,16-Oct-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
16-Oct-2019 - 00:00,8.91,5.31,5.62,14.94,,69.66,112.02,0.0,80.98,119.94,,-0.12,171.62,1.1,0.95,9.57,17.15,48.7,65.85,34.2,9.93,17-Oct-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
17-Oct-2019 - 00:00,7.51,4.06,4.61,13.03,,57.27,97.6,0.03,92.78,99.86,,-0.12,230.97,0.93,0.66,11.66,12.97,41.92,54.85,27.13,5.57,18-Oct-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
18-Oct-2019 - 00:00,14.27,6.2,8.26,22.39,,75.8,110.58,0.0,82.75,174.62,,-0.12,158.8,0.98,1.08,8.19,42.29,50.59,92.88,28.45,5.74,19-Oct-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
19-Oct-2019 - 00:00,12.96,8.66,9.33,17.84,,76.34,122.99,0.0,76.16,184.66,,-0.12,162.04,1.12,0.82,12.36,31.25,43.32,74.57,30.84,6.06,20-Oct-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
20-Oct-2019 - 00:00,6.32,3.47,4.34,11.66,,81.07,112.48,0.0,75.2,151.92,,-0.13,181.81,1.17,0.65,12.91,6.1,36.77,42.87,35.03,7.43,21-Oct-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
21-Oct-2019 - 00:00,5.69,2.74,3.49,9.24,,87.69,127.67,0.0,82.01,167.41,,-0.12,267.35,1.39,0.66,16.44,5.81,31.7,37.43,34.28,6.83,22-Oct-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
22-Oct-2019 - 00:00,6.9,3.39,4.37,11.65,,70.44,105.46,0.0,80.52,161.93,,-0.12,269.25,1.17,0.78,11.03,10.8,27.92,38.71,30.76,,23-Oct-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
23-Oct-2019 - 00:00,12.41,5.33,6.94,18.04,,103.88,149.11,0.06,86.08,76.23,,-0.12,212.64,1.21,0.78,9.37,5.86,26.94,32.78,32.11,,24-Oct-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
24-Oct-2019 - 00:00,5.67,2.95,3.74,9.92,,48.04,63.55,0.11,98.11,44.98,,-0.13,54.46,1.5,0.63,9.86,4.76,34.93,39.69,23.25,,25-Oct-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
25-Oct-2019 - 00:00,4.3,3.32,2.9,4.92,,17.19,26.34,0.16,99.0,55.38,,-0.13,145.86,1.77,0.45,12.45,5.23,29.17,34.4,21.54,,26-Oct-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
26-Oct-2019 - 00:00,3.58,1.33,2.2,6.7,,29.24,45.34,0.01,95.8,89.6,,-0.12,242.58,1.3,0.6,10.84,8.34,30.76,39.1,17.78,,27-Oct-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
27-Oct-2019 - 00:00,4.06,1.19,2.6,6.77,,107.67,144.73,0.0,84.49,191.33,,-0.12,258.49,1.35,0.5,10.69,13.31,32.4,45.72,22.25,,28-Oct-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
28-Oct-2019 - 00:00,3.59,1.1,2.61,4.52,,95.33,127.01,0.0,78.52,185.06,,-0.13,211.19,1.43,0.58,16.1,6.59,35.83,42.41,30.85,,29-Oct-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
29-Oct-2019 - 00:00,4.62,1.13,3.02,4.7,,111.11,142.45,0.0,81.12,185.63,,-0.04,301.44,1.29,0.66,13.91,9.58,37.32,46.9,28.62,,30-Oct-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
30-Oct-2019 - 00:00,7.16,3.32,5.51,9.94,,108.66,139.44,0.0,83.23,181.27,,-0.14,287.26,1.23,0.84,14.92,10.93,37.06,47.99,28.69,6.16,31-Oct-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
31-Oct-2019 - 00:00,10.73,4.02,6.51,12.34,,127.19,175.12,0.0,81.94,178.73,,-0.12,297.17,1.17,0.98,15.03,13.89,43.34,57.22,29.88,7.1,01-Nov-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
01-Nov-2019 - 00:00,13.18,4.97,7.28,17.97,,101.25,158.77,0.0,82.81,159.6,,-0.13,279.19,1.17,0.84,13.32,26.33,47.45,73.77,31.49,6.58,02-Nov-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
02-Nov-2019 - 00:00,7.64,2.67,4.22,12.13,,68.47,119.08,0.0,80.87,174.07,,-0.14,276.07,1.34,0.73,13.63,8.83,40.52,49.34,29.32,5.19,03-Nov-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
03-Nov-2019 - 00:00,5.4,1.72,3.31,12.81,,58.68,97.49,0.0,80.3,156.9,,-0.13,285.72,1.2,0.68,13.89,6.29,35.09,41.37,27.04,5.41,04-Nov-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
04-Nov-2019 - 00:00,8.9,3.55,6.15,10.94,,76.44,127.9,0.0,81.02,163.78,,-0.11,275.43,1.2,0.95,11.32,13.79,40.69,54.48,28.86,6.22,05-Nov-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
05-Nov-2019 - 00:00,10.95,4.5,5.99,14.72,,139.24,217.45,0.0,80.32,152.22,,-0.1,274.07,1.24,1.04,13.48,11.38,43.08,54.45,37.66,9.55,06-Nov-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
06-Nov-2019 - 00:00,9.24,2.3,3.44,8.99,,135.93,216.8,0.0,72.96,149.71,,-0.13,204.87,1.22,0.91,11.35,7.28,50.66,57.92,35.17,11.76,07-Nov-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
07-Nov-2019 - 00:00,10.96,12.95,12.15,14.19,,84.08,156.5,0.02,68.87,136.77,,-0.14,224.18,1.46,0.88,12.04,15.13,61.31,76.44,34.63,16.89,08-Nov-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
08-Nov-2019 - 00:00,6.25,1.74,2.81,6.54,,53.09,92.24,0.1,85.82,41.1,,-0.13,71.73,1.59,0.55,15.72,6.83,42.37,49.21,18.55,10.09,09-Nov-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
09-Nov-2019 - 00:00,3.13,0.67,1.19,3.45,,18.35,27.78,0.61,98.76,22.11,,-0.2,57.45,2.49,0.41,21.03,4.56,22.13,26.24,22.61,3.39,10-Nov-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
10-Nov-2019 - 00:00,4.09,0.48,1.16,2.29,,16.06,38.73,0.0,91.1,86.73,,-0.23,223.61,2.55,0.43,18.31,4.46,21.85,26.3,31.63,4.75,11-Nov-2019 - 00:00,998.44,"Padmapukur, Howrah - WBPCB"
