from date,Benzene,Eth-Benzene,MP-Xylene,Toluene,O Xylene,BP,PM2.5,PM10,RF,RH,SR,Temp,VWS,WD,WS,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
31-Jul-2018 - 00:00,4.43,6.5,5.83,25.33,3.86,991.26,33.14,59.1,0.12,83.07,93.4,29.05,-0.04,266.31,2.27,0.77,7.19,3.21,3.91,6.11,15.14,2.78,01-Aug-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
01-Aug-2018 - 00:00,3.66,4.58,4.4,22.45,2.66,992.29,27.91,45.65,0.3,86.23,60.21,27.44,-0.03,233.81,2.4,0.68,7.78,3.36,2.98,5.35,15.07,1.42,02-Aug-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
02-Aug-2018 - 00:00,4.4,6.31,5.91,24.86,4.24,993.74,33.23,59.86,0.03,79.88,74.54,28.59,-0.05,240.03,2.58,0.6,11.3,3.24,3.25,5.49,20.34,1.98,03-Aug-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
03-Aug-2018 - 00:00,3.38,5.07,4.56,21.2,2.72,993.04,38.28,84.25,0.61,80.56,146.59,29.79,-0.03,225.56,2.11,0.57,11.45,3.74,5.62,8.36,17.78,3.24,04-Aug-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
04-Aug-2018 - 00:00,4.11,7.07,6.43,21.94,4.22,992.73,42.84,85.79,0.16,77.08,167.43,30.69,-0.04,255.54,2.14,0.66,13.0,3.77,3.59,6.32,19.94,2.03,05-Aug-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
05-Aug-2018 - 00:00,3.56,6.26,5.66,28.39,3.45,992.38,25.22,54.8,0.24,85.89,100.67,29.35,-0.03,229.12,2.05,0.9,19.98,3.79,4.46,7.22,15.58,1.36,06-Aug-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
06-Aug-2018 - 00:00,7.01,6.15,6.72,30.35,4.02,990.68,38.29,74.09,0.0,80.96,120.23,30.24,-0.03,157.73,2.15,0.89,13.81,6.07,6.42,11.51,12.55,1.57,07-Aug-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
07-Aug-2018 - 00:00,5.46,6.1,5.84,29.25,3.63,990.23,25.18,40.49,0.1,78.78,194.2,29.9,-0.08,128.67,3.28,0.53,13.24,5.19,4.34,8.53,16.72,0.78,08-Aug-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
08-Aug-2018 - 00:00,4.02,6.81,5.24,27.83,3.14,992.99,17.79,38.66,0.05,74.75,207.97,30.55,-0.05,150.2,3.15,0.31,11.96,4.0,3.87,6.86,17.28,0.76,09-Aug-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
09-Aug-2018 - 00:00,7.63,7.6,6.6,25.17,4.28,995.11,13.14,43.64,-0.0,74.74,167.58,31.13,-0.04,153.07,2.65,0.48,11.23,4.67,6.54,10.2,15.4,0.96,10-Aug-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
10-Aug-2018 - 00:00,4.14,6.36,5.17,23.57,2.94,994.18,23.83,60.65,0.09,75.02,179.72,31.92,-0.03,184.55,2.18,0.65,13.53,4.4,5.97,9.37,17.53,1.54,11-Aug-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
11-Aug-2018 - 00:00,2.89,6.03,4.83,25.59,2.9,991.87,20.95,58.55,0.0,71.41,344.2,32.48,-0.04,168.61,2.49,0.59,13.57,4.25,4.05,7.3,13.98,0.93,12-Aug-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
12-Aug-2018 - 00:00,3.02,5.46,4.66,26.19,2.89,990.13,18.39,56.0,0.0,73.7,192.52,31.84,-0.04,166.03,2.49,0.54,10.12,5.46,5.75,10.21,12.26,0.99,13-Aug-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
13-Aug-2018 - 00:00,5.46,5.58,5.22,27.54,3.16,990.04,17.12,40.34,0.08,77.66,116.16,30.96,-0.04,139.44,2.27,0.6,8.21,6.49,7.62,13.11,11.45,1.2,14-Aug-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
14-Aug-2018 - 00:00,8.66,4.64,4.96,23.99,2.93,989.35,14.96,35.85,0.0,73.52,247.54,31.71,-0.07,118.2,2.78,0.49,6.72,7.36,7.62,13.98,10.69,0.81,15-Aug-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
15-Aug-2018 - 00:00,5.59,4.21,4.41,27.54,2.94,991.31,8.88,20.84,0.06,76.84,141.68,31.0,-0.08,131.7,3.15,0.46,8.21,5.04,3.68,7.72,12.7,0.72,16-Aug-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
16-Aug-2018 - 00:00,7.77,8.38,6.74,26.34,4.18,993.39,9.11,28.39,0.17,79.6,150.62,30.49,-0.05,152.95,2.74,0.54,7.45,5.81,6.14,10.95,10.75,0.78,17-Aug-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
17-Aug-2018 - 00:00,5.63,7.36,5.91,26.38,3.27,991.96,15.99,47.42,0.0,72.55,254.49,31.74,-0.03,163.19,2.4,0.65,8.82,5.86,6.27,11.13,12.52,0.98,18-Aug-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
18-Aug-2018 - 00:00,4.83,5.58,5.07,27.36,3.11,990.36,22.19,60.79,0.0,68.5,175.83,32.89,-0.04,165.94,2.05,0.62,8.77,5.63,4.67,9.3,14.42,0.97,19-Aug-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
19-Aug-2018 - 00:00,5.06,5.49,5.63,27.61,3.35,989.95,21.64,59.14,0.31,83.74,56.92,30.15,-0.03,213.26,2.18,0.64,7.58,5.55,3.98,8.53,9.29,0.72,20-Aug-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
20-Aug-2018 - 00:00,3.39,8.62,6.22,22.39,3.75,991.53,10.41,24.03,0.02,77.05,194.21,30.5,-0.05,138.82,3.14,0.43,6.08,4.08,2.83,5.9,10.74,0.69,21-Aug-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
21-Aug-2018 - 00:00,3.18,8.17,5.35,22.14,2.78,992.89,12.21,30.24,0.01,76.89,165.31,30.95,-0.02,150.16,2.77,0.54,5.4,4.25,3.79,7.04,12.58,0.74,22-Aug-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
22-Aug-2018 - 00:00,3.59,7.85,5.58,25.6,3.03,992.59,24.02,38.26,0.3,78.0,190.97,31.32,-0.03,224.2,2.04,0.79,8.48,3.5,2.74,5.21,19.83,1.11,23-Aug-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
23-Aug-2018 - 00:00,3.28,4.49,4.11,24.53,2.51,993.18,28.96,51.55,0.0,70.81,222.39,31.73,-0.03,237.53,2.35,0.76,8.07,3.24,2.64,4.87,20.36,2.63,24-Aug-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
24-Aug-2018 - 00:00,3.63,10.23,6.16,23.17,3.1,992.77,30.0,69.15,0.04,75.9,171.48,31.36,-0.02,160.99,2.46,0.61,7.84,3.45,4.46,6.91,18.85,2.41,25-Aug-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
25-Aug-2018 - 00:00,3.58,13.47,7.62,26.62,3.72,991.76,21.75,42.44,0.26,78.76,174.92,31.04,-0.03,155.46,2.42,0.54,8.2,4.45,4.82,8.27,12.09,0.92,26-Aug-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
26-Aug-2018 - 00:00,2.93,8.04,5.6,25.88,3.05,990.27,16.55,27.96,0.04,73.18,397.94,31.74,-0.05,135.57,2.8,0.5,6.98,4.74,3.46,7.19,9.07,0.72,27-Aug-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
27-Aug-2018 - 00:00,4.12,8.15,6.03,22.89,4.01,991.24,7.77,23.26,0.04,75.28,203.94,31.13,-0.06,135.77,3.02,0.52,6.54,3.75,2.95,5.69,11.73,0.62,28-Aug-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
28-Aug-2018 - 00:00,3.17,6.75,4.54,22.68,2.6,993.96,8.76,28.21,0.01,75.62,159.92,31.14,-0.05,151.71,2.97,0.56,6.6,4.23,3.51,6.74,11.19,0.7,29-Aug-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
29-Aug-2018 - 00:00,4.06,14.36,7.59,25.83,3.76,995.32,19.05,39.4,0.05,78.26,163.03,30.64,-0.02,170.94,2.4,0.62,7.63,6.02,5.83,10.84,9.57,1.32,30-Aug-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
30-Aug-2018 - 00:00,5.35,9.29,6.59,22.25,3.96,993.73,23.71,66.03,0.01,77.26,262.72,31.5,-0.03,198.45,2.15,0.65,8.51,5.07,6.64,10.7,9.76,1.62,31-Aug-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
31-Aug-2018 - 00:00,7.33,10.23,6.69,25.16,3.45,994.04,26.89,64.73,0.09,81.44,88.5,30.58,-0.02,164.62,2.29,0.69,9.5,4.23,6.75,9.98,6.78,0.82,01-Sep-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
01-Sep-2018 - 00:00,4.19,7.11,5.41,21.58,3.41,995.17,13.8,29.51,0.05,75.4,167.05,30.56,-0.03,160.88,2.77,0.49,8.9,3.35,3.01,5.36,7.63,0.67,02-Sep-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
02-Sep-2018 - 00:00,2.89,6.74,5.1,25.85,2.95,995.36,17.15,31.6,0.25,83.43,44.33,29.15,-0.02,173.15,2.59,0.66,9.39,3.84,3.78,6.62,7.48,1.29,03-Sep-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
03-Sep-2018 - 00:00,3.75,4.91,5.08,22.64,2.88,995.48,34.3,61.1,0.0,75.98,158.06,30.94,-0.02,200.13,2.3,0.75,8.4,3.69,5.16,7.85,5.87,2.1,04-Sep-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
04-Sep-2018 - 00:00,4.9,7.17,6.02,26.47,3.36,995.51,23.71,80.49,0.6,81.91,134.87,29.94,-0.04,239.3,1.86,0.86,7.63,4.62,5.73,9.35,5.88,1.46,05-Sep-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
05-Sep-2018 - 00:00,6.72,5.42,6.22,26.34,3.43,992.58,11.63,63.2,0.0,75.41,159.29,30.69,-0.06,112.13,2.43,0.63,6.83,7.04,7.26,13.3,5.81,1.21,06-Sep-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
06-Sep-2018 - 00:00,5.14,4.94,4.89,23.96,3.2,991.3,5.67,20.87,0.25,80.3,116.51,28.9,-0.12,130.51,3.54,0.4,7.19,3.59,3.01,5.58,8.64,0.52,07-Sep-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
07-Sep-2018 - 00:00,2.56,9.07,4.92,17.94,2.35,995.99,8.28,38.82,0.18,76.26,198.06,30.21,-0.04,160.35,3.05,0.44,8.41,2.97,3.88,5.84,19.24,1.08,08-Sep-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
08-Sep-2018 - 00:00,1.57,6.17,2.92,2.33,0.93,998.23,10.54,52.02,0.03,73.67,196.06,31.13,-0.03,166.16,2.69,0.31,6.07,2.46,5.3,6.7,15.17,3.17,09-Sep-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
09-Sep-2018 - 00:00,1.31,0.31,0.74,1.2,0.26,999.64,9.27,53.79,0.0,69.09,194.9,31.42,-0.03,192.96,2.59,0.27,5.49,2.46,5.44,6.48,28.54,9.4,10-Sep-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
10-Sep-2018 - 00:00,1.33,0.45,1.04,1.07,0.36,,7.85,75.57,0.0,68.84,198.21,31.74,-0.03,208.54,2.52,0.3,3.46,2.67,7.56,9.22,29.9,21.88,11-Sep-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
11-Sep-2018 - 00:00,4.06,2.72,2.94,4.3,1.67,,11.85,65.51,0.16,77.98,164.62,30.35,-0.04,214.59,2.32,0.37,1.83,4.29,16.11,19.4,25.79,22.1,12-Sep-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
12-Sep-2018 - 00:00,3.87,1.59,2.11,3.68,0.85,998.34,10.75,86.93,0.0,74.91,17.72,31.63,0.01,225.64,2.32,0.35,2.62,2.81,11.73,13.53,30.47,14.22,13-Sep-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
13-Sep-2018 - 00:00,4.02,1.8,2.92,2.95,1.58,997.52,14.39,117.87,0.0,71.6,,32.25,0.09,234.71,2.27,0.44,4.64,2.45,10.26,11.68,41.96,27.04,14-Sep-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
14-Sep-2018 - 00:00,6.23,5.94,3.84,5.74,2.08,998.93,15.36,102.07,0.03,73.09,,31.2,0.07,217.98,1.85,0.78,1.24,3.51,20.46,22.97,32.72,13.4,15-Sep-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
15-Sep-2018 - 00:00,8.09,5.24,5.59,8.67,2.94,999.48,11.27,101.97,0.25,75.06,,30.59,0.06,182.43,1.89,0.66,3.1,6.72,22.67,28.38,25.77,14.25,16-Sep-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
16-Sep-2018 - 00:00,6.22,2.15,4.61,7.37,1.92,997.84,15.41,100.85,0.02,74.15,,30.91,0.07,186.5,1.88,0.6,2.73,7.02,19.48,25.49,24.49,9.92,17-Sep-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
17-Sep-2018 - 00:00,5.0,1.22,3.36,3.44,1.31,996.16,11.86,117.6,0.0,69.74,,32.62,0.06,246.2,2.11,0.42,2.65,2.61,10.99,12.59,39.47,6.37,18-Sep-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
18-Sep-2018 - 00:00,3.45,0.72,2.18,3.12,0.89,996.17,29.11,111.26,0.0,64.96,,33.48,0.06,237.03,2.16,0.38,2.51,2.36,11.96,13.81,42.35,3.95,19-Sep-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
19-Sep-2018 - 00:00,4.23,1.29,2.26,3.88,0.82,995.47,61.57,138.04,0.27,64.21,,33.34,0.02,133.3,2.2,0.48,4.03,3.0,16.78,19.78,51.84,12.31,20-Sep-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
20-Sep-2018 - 00:00,5.19,1.74,2.49,6.1,1.65,996.57,21.81,35.67,0.21,81.47,,28.94,0.03,128.38,2.94,0.43,6.08,3.55,13.71,17.25,17.32,2.87,21-Sep-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
21-Sep-2018 - 00:00,2.4,2.18,1.66,2.34,0.58,,15.43,23.12,0.09,83.21,,27.48,0.0,142.58,3.1,0.34,4.31,2.23,7.27,9.5,36.8,1.4,22-Sep-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
22-Sep-2018 - 00:00,2.88,1.61,1.82,2.57,0.63,,19.93,44.17,0.0,74.86,,30.03,-0.04,185.27,2.28,0.3,3.79,3.42,8.75,12.11,26.83,6.34,23-Sep-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
23-Sep-2018 - 00:00,2.34,0.82,1.73,1.91,0.65,,26.3,73.7,0.0,69.49,,31.4,-0.03,234.96,2.08,0.19,2.72,7.86,9.02,16.22,23.09,17.65,24-Sep-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
24-Sep-2018 - 00:00,2.26,1.37,1.69,2.16,1.1,,20.79,44.69,0.0,72.53,,31.94,-0.03,235.38,2.35,0.25,3.3,2.83,5.41,8.21,24.87,17.76,25-Sep-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
25-Sep-2018 - 00:00,7.37,5.71,4.16,6.52,1.76,,39.99,88.09,0.0,71.7,,31.38,-0.03,216.61,2.2,0.45,0.78,3.2,15.45,18.63,31.99,12.58,26-Sep-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
26-Sep-2018 - 00:00,7.46,6.53,4.16,8.05,2.6,,52.17,109.47,0.0,68.82,,31.72,-0.04,244.59,1.98,0.5,1.35,3.89,19.15,22.99,33.11,22.37,27-Sep-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
27-Sep-2018 - 00:00,4.82,9.38,3.77,5.45,2.3,,66.75,111.61,0.02,74.92,,30.85,-0.04,216.51,2.0,0.58,1.33,5.03,23.96,28.99,26.08,22.55,28-Sep-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
28-Sep-2018 - 00:00,4.42,8.04,3.08,4.42,1.52,,55.78,98.37,0.0,70.08,,32.39,-0.04,227.84,1.91,0.38,5.33,2.39,10.31,12.54,43.9,9.77,29-Sep-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
29-Sep-2018 - 00:00,4.56,2.05,1.08,3.94,1.07,,60.88,105.99,0.0,72.65,,32.17,-0.05,230.78,1.9,0.42,8.4,2.57,12.89,15.43,36.21,11.33,30-Sep-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
30-Sep-2018 - 00:00,4.61,5.13,1.85,3.8,1.79,,70.92,138.44,0.0,64.21,,32.36,-0.05,277.74,1.97,0.57,9.0,2.29,9.45,11.45,58.28,8.64,01-Oct-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
01-Oct-2018 - 00:00,7.4,5.77,3.32,5.74,3.21,,77.04,153.66,0.0,57.18,,32.76,-0.05,280.17,1.99,0.55,9.97,2.36,10.68,13.03,61.41,18.83,02-Oct-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
02-Oct-2018 - 00:00,3.81,1.19,0.8,5.37,0.76,,62.86,114.8,0.0,63.7,,32.37,-0.04,258.54,2.09,0.43,8.98,2.07,5.7,7.58,58.82,11.03,03-Oct-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
03-Oct-2018 - 00:00,2.84,2.76,1.4,3.25,0.93,,62.19,130.6,0.0,56.64,,33.23,-0.03,264.76,2.22,0.39,9.61,2.06,5.26,7.16,77.69,14.96,04-Oct-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
04-Oct-2018 - 00:00,7.81,5.49,2.51,7.07,3.14,,80.74,160.59,0.0,60.38,,32.19,-0.05,273.04,1.92,0.54,9.86,3.54,16.22,19.76,62.86,21.43,05-Oct-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
05-Oct-2018 - 00:00,12.5,5.0,1.09,9.52,2.74,,102.92,171.37,0.0,62.78,,31.88,-0.06,262.78,1.97,0.69,11.2,15.99,30.3,46.28,52.3,16.43,06-Oct-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
06-Oct-2018 - 00:00,13.23,5.49,2.63,14.93,3.29,,109.86,209.97,0.0,58.99,,32.36,-0.05,273.84,2.0,0.9,13.11,27.08,31.04,58.12,56.71,17.27,07-Oct-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
07-Oct-2018 - 00:00,10.83,5.32,1.98,10.56,3.23,,94.87,197.98,0.0,55.65,,31.92,-0.05,275.98,1.9,0.76,13.27,14.09,24.26,38.26,57.51,25.95,08-Oct-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
08-Oct-2018 - 00:00,9.04,3.18,2.37,8.24,2.61,,98.0,178.72,0.0,55.07,41.07,30.67,-0.05,263.47,1.91,0.74,13.11,8.19,29.7,37.89,63.91,16.34,09-Oct-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
09-Oct-2018 - 00:00,4.64,3.29,2.43,4.73,0.88,,60.62,120.29,0.0,67.58,176.62,28.73,-0.04,162.13,2.45,0.35,11.49,3.48,23.56,27.04,58.93,10.72,10-Oct-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
10-Oct-2018 - 00:00,4.64,0.56,1.4,3.42,0.54,,12.79,35.19,0.14,76.98,126.75,27.02,-0.09,101.38,1.91,0.19,10.94,4.31,25.53,29.84,26.69,2.35,11-Oct-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
11-Oct-2018 - 00:00,6.5,1.19,2.12,4.73,1.51,,13.72,34.32,0.0,85.95,108.27,26.54,-0.08,104.86,1.18,0.35,15.05,4.89,26.38,31.26,18.61,1.97,12-Oct-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
12-Oct-2018 - 00:00,6.22,0.8,1.96,5.52,1.02,,21.24,46.59,0.07,89.98,41.38,25.86,-0.06,101.52,1.0,0.5,13.51,4.64,32.34,36.98,18.43,2.13,13-Oct-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
13-Oct-2018 - 00:00,2.9,2.11,1.71,2.62,0.56,,21.31,39.39,0.25,93.02,87.82,24.29,-0.08,219.27,1.22,0.39,14.01,3.35,19.96,23.31,37.37,3.68,14-Oct-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
14-Oct-2018 - 00:00,5.24,1.9,3.33,6.26,1.5,,37.56,65.82,0.0,83.01,186.26,25.83,-0.04,268.05,0.45,0.51,14.6,4.98,23.13,28.11,42.16,10.14,15-Oct-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
15-Oct-2018 - 00:00,4.69,1.39,2.51,3.38,1.38,,48.41,88.08,0.0,77.12,231.83,27.51,-0.03,214.76,0.44,0.36,14.99,3.38,15.47,18.85,52.64,8.85,16-Oct-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
16-Oct-2018 - 00:00,4.78,2.04,4.4,4.55,1.7,,67.83,118.65,0.0,69.74,232.06,27.1,-0.02,256.47,0.37,0.56,11.9,3.78,26.06,29.84,62.41,10.78,17-Oct-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
17-Oct-2018 - 00:00,7.92,4.41,8.81,7.79,3.51,,98.92,167.8,0.0,70.68,220.03,26.86,-0.03,219.36,0.34,0.86,11.08,9.86,35.84,45.69,65.16,14.89,18-Oct-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
18-Oct-2018 - 00:00,4.38,0.7,2.18,2.55,0.72,,81.61,156.33,0.0,73.01,216.89,28.05,-0.03,212.45,0.53,0.55,12.12,3.14,19.6,22.73,86.01,28.11,19-Oct-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
19-Oct-2018 - 00:00,5.14,1.67,4.21,4.12,1.68,,93.21,154.39,0.0,72.57,214.38,28.3,-0.04,230.79,0.38,0.7,12.59,4.35,29.38,33.73,59.16,16.32,20-Oct-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
20-Oct-2018 - 00:00,6.91,2.76,6.23,6.02,2.52,,83.4,169.45,0.0,72.6,214.31,28.13,-0.04,250.86,0.34,0.55,12.1,3.99,33.02,37.0,54.52,23.38,21-Oct-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
21-Oct-2018 - 00:00,9.95,2.49,5.98,6.38,2.35,,101.18,177.0,0.0,67.9,219.15,27.65,-0.06,295.55,0.53,0.56,12.22,4.67,35.41,40.08,61.1,13.24,22-Oct-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
22-Oct-2018 - 00:00,9.41,4.4,7.01,9.14,3.56,,98.95,186.78,0.0,68.38,207.97,27.44,-0.06,290.15,0.44,0.8,11.89,5.71,42.02,47.73,54.71,16.6,23-Oct-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
23-Oct-2018 - 00:00,14.01,4.82,9.53,12.71,4.02,,119.57,213.41,0.0,68.81,196.56,27.9,-0.03,250.42,0.31,0.97,11.87,5.93,39.78,45.71,64.26,21.58,24-Oct-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
24-Oct-2018 - 00:00,8.37,2.06,4.16,8.09,1.83,,111.02,189.19,0.0,70.22,177.86,27.11,-0.05,282.45,0.49,0.7,14.2,4.51,36.63,41.14,60.56,17.52,25-Oct-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
25-Oct-2018 - 00:00,14.91,5.54,9.12,14.01,4.59,,109.26,216.49,0.0,62.23,213.81,25.77,-0.04,260.35,0.39,0.77,16.33,22.83,59.3,82.13,54.52,20.24,26-Oct-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
26-Oct-2018 - 00:00,15.98,6.05,9.36,22.61,4.42,,131.46,225.67,0.0,60.59,168.84,25.22,-0.05,242.16,0.32,0.77,14.21,16.1,62.99,79.08,57.2,23.56,27-Oct-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
27-Oct-2018 - 00:00,16.66,5.83,9.65,22.88,4.29,,128.07,205.28,0.0,67.3,200.85,25.05,-0.11,280.14,0.45,0.8,20.26,27.89,60.51,88.4,45.08,14.16,28-Oct-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
28-Oct-2018 - 00:00,7.96,3.07,4.23,8.59,1.69,,95.82,155.32,0.0,69.38,126.53,25.34,-0.07,192.21,0.59,0.61,18.92,8.43,42.24,50.68,51.88,20.5,29-Oct-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
29-Oct-2018 - 00:00,5.97,1.03,2.38,5.33,0.87,,37.45,64.3,0.03,82.71,83.84,23.99,-0.07,77.25,0.59,0.52,17.68,4.66,35.81,40.47,25.45,10.44,30-Oct-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
30-Oct-2018 - 00:00,4.5,0.53,1.4,4.35,0.55,,24.56,43.99,0.01,85.9,72.6,24.01,-0.08,83.42,0.81,0.37,16.48,4.64,28.88,33.52,20.4,4.53,31-Oct-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
31-Oct-2018 - 00:00,4.75,6.07,3.79,4.77,1.51,,21.34,37.83,0.0,74.37,191.1,26.12,-0.08,104.97,0.81,0.32,14.92,5.58,30.62,36.2,31.73,5.18,01-Nov-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
01-Nov-2018 - 00:00,8.36,10.96,7.59,8.37,2.93,,34.46,82.45,0.0,75.6,193.26,26.7,-0.04,166.91,0.49,0.42,18.14,16.9,37.22,54.11,32.58,5.24,02-Nov-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
02-Nov-2018 - 00:00,9.71,2.05,3.78,7.7,1.48,,39.51,95.66,0.0,79.49,119.56,26.4,-0.04,241.18,0.33,0.51,14.88,8.78,32.64,41.42,37.2,12.98,03-Nov-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
03-Nov-2018 - 00:00,5.07,4.02,3.45,5.13,1.39,,48.67,97.85,0.0,76.03,184.33,27.04,-0.04,255.88,0.38,0.52,14.49,4.52,28.36,32.88,41.41,8.88,04-Nov-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
04-Nov-2018 - 00:00,3.52,0.64,1.42,2.21,0.51,,37.5,76.06,0.0,78.95,192.98,27.0,-0.03,222.94,0.64,0.35,14.85,3.24,17.14,20.38,46.99,13.18,05-Nov-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
05-Nov-2018 - 00:00,2.66,1.09,1.69,1.82,0.55,,47.23,80.64,0.0,82.77,183.43,27.22,-0.03,210.24,0.8,0.25,13.92,3.33,20.51,23.84,41.39,24.19,06-Nov-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
06-Nov-2018 - 00:00,7.75,5.59,5.93,6.38,2.75,,176.08,247.02,0.0,75.3,128.8,27.01,-0.04,210.28,0.47,0.81,15.67,10.94,39.74,48.85,37.54,27.75,07-Nov-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
07-Nov-2018 - 00:00,12.34,3.01,5.46,12.09,2.73,,257.41,350.93,0.02,79.2,54.55,24.81,-0.05,168.57,0.35,0.88,17.6,5.06,43.93,48.99,32.13,23.52,08-Nov-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
08-Nov-2018 - 00:00,8.14,1.81,3.67,8.05,1.47,,190.79,269.6,0.0,67.92,184.2,24.55,-0.07,274.78,0.47,0.78,15.69,6.89,39.99,46.88,57.67,22.36,09-Nov-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
